week,board,rank,skill,owner_repo,installs,captured_at
2026-W27,trending_24h,204,gpt-taste,leonxlnx/taste-skill,2900,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,205,caveman,juliusbrussee/caveman,2900,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,206,imagegen-frontend-web,leonxlnx/taste-skill,2800,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,207,full-output-enforcement,leonxlnx/taste-skill,2800,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,208,web-search,halt-catch-fire/skills,2800,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,212,industrial-brutalist-ui,leonxlnx/taste-skill,2800,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,217,lark-doc,larksuite/cli,2500,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,244,cavecrew,juliusbrussee/caveman,2400,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,250,amazon-product-research,nexscope-ai/amazon-skills,2200,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,251,browser-act,browser-act/skills,2100,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,252,design-an-interface,mattpocock/skills,2100,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,253,web-design-guidelines,vercel-labs/agent-skills,2100,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,254,paperclip,getpaperclipai/paperclip,2100,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,260,wayfinder,mattpocock/skills,2100,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,269,vercel-react-best-practices,vercel-labs/agent-skills,2000,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,270,edit-article,mattpocock/skills,2000,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,276,simple,roin-orca/skills,2000,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,277,agent-browser,vercel-labs/agent-browser,1900,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,278,scaffold-exercises,mattpocock/skills,1900,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,279,migrate-to-shoehorn,mattpocock/skills,1900,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,280,cross-border-ecommerce,nexscope-ai/ecommerce-skills,1800,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,281,browser-act-skill-forge,browser-act/skills,1700,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,282,remotion-best-practices,remotion-dev/skills,1600,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,283,supabase-postgres-best-practices,supabase/agent-skills,1600,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,284,ui-ux-pro-max,nextlevelbuilder/ui-ux-pro-max-skill,1600,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,285,landing-page-design,halt-catch-fire/skills,1500,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,295,shadcn,shadcn/ui,1400,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,296,supabase,supabase/agent-skills,1400,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,297,brainstorming,obra/superpowers,1300,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,298,skill-creator,anthropics/skills,1100,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,299,vercel-composition-patterns,vercel-labs/agent-skills,1100,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,300,playwright-cli,microsoft/playwright-cli,1100,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,301,impeccable,pbakaus/impeccable,1100,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,302,systematic-debugging,obra/superpowers,1000,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,303,writing-plans,obra/superpowers,1000,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,304,emil-design-eng,emilkowalski/skills,1000,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,305,using-superpowers,obra/superpowers,970,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,306,test-driven-development,obra/superpowers,925,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,307,higgsfield-generate,higgsfield-ai/skills,924,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,308,requesting-code-review,obra/superpowers,920,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,309,executing-plans,obra/superpowers,885,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,310,review-animations,emilkowalski/skills,870,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,311,animation-vocabulary,emilkowalski/skills,841,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,312,subagent-driven-development,obra/superpowers,838,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,313,verification-before-completion,obra/superpowers,838,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,314,google-agents-cli-adk-code,google/agents-cli,821,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,321,using-git-worktrees,obra/superpowers,795,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,325,microsoft-foundry,microsoft/azure-skills,784,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,326,finishing-a-development-branch,obra/superpowers,776,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,327,azure-deploy,microsoft/azure-skills,762,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,339,higgsfield-product-photoshoot,higgsfield-ai/skills,753,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,340,azure-compliance,microsoft/azure-skills,753,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,345,higgsfield-soul-id,higgsfield-ai/skills,749,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,346,azure-cloud-migrate,microsoft/azure-skills,748,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,352,higgsfield-marketplace-cards,higgsfield-ai/skills,741,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,353,airunway-aks-setup,microsoft/azure-skills,739,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,354,entra-agent-id,microsoft/azure-skills,738,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,355,azure-reliability,microsoft/azure-skills,737,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,356,higgsfield-websites,higgsfield-ai/skills,736,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,357,copywriting,coreyhaines31/marketingskills,716,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,358,python-appservice-deploy,microsoft/azure-skills,712,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,359,firebase-basics,firebase/agent-skills,706,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,360,vercel-react-native-skills,vercel-labs/agent-skills,700,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,361,firebase-security-rules-auditor,firebase/agent-skills,698,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,362,firecrawl,firecrawl/cli,697,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,363,firebase-auth-basics,firebase/agent-skills,697,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,364,seo-audit,coreyhaines31/marketingskills,691,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,365,firebase-firestore,firebase/agent-skills,687,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,373,pptx,anthropics/skills,644,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,374,firecrawl-scrape,firecrawl/cli,641,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,383,vercel-react-view-transitions,vercel-labs/agent-skills,617,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,384,firecrawl-build-scrape,firecrawl/skills,616,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,388,wind-mcp-skill,wind-information-co-ltd/wind-skills,613,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,389,firecrawl-research-index,firecrawl/skills,605,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,390,deploy-to-vercel,vercel-labs/agent-skills,573,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,391,firecrawl-deep-research,firecrawl/firecrawl-workflows,563,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,392,docx,anthropics/skills,550,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,393,firecrawl-website-design-clone,firecrawl/firecrawl-workflows,550,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,394,firecrawl-market-research,firecrawl/firecrawl-workflows,541,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,395,webapp-testing,anthropics/skills,541,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,396,writing-guidelines,vercel-labs/agent-skills,539,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,397,firecrawl-research-papers,firecrawl/firecrawl-workflows,537,2026-07-05T09:14:36.826932+00:00
2026-W27,trending_24h,401,pdf,anthropics/skills,530,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,1,ai-avatar-video,halt-catch-fire/skills,-1163,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,6,find-skills,vercel-labs/skills,-437,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,7,face-swap,agentspace-so/runcomfy-agent-skills,-205,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,15,seedance-v2,doany-ai/skills,-156,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,16,image-to-video,agentspace-so/runcomfy-agent-skills,-192,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,17,elevenlabs-music-generation,agentspace-so/runcomfy-agent-skills,-219,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,18,gpt-image-edit,doany-ai/skills,-151,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,19,kling-3-0,doany-ai/skills,-162,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,20,runcomfy-cli,runcomfy-com/skills,-153,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,21,image-to-video,runcomfy-com/skills,-154,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,22,video-extend,doany-ai/skills,-155,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,23,image-edit,doany-ai/skills,-159,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,24,seedance-v2,agentspace-so/runcomfy-agent-skills,-205,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,25,ai-image-generation,agentspace-so/runcomfy-agent-skills,-207,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,26,kling-3-0,agentspace-so/runcomfy-agent-skills,-214,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,27,image-outpainting,doany-ai/skills,-149,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,28,codex-pet,runcomfy-com/skills,-153,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,29,gpt-image-2,runcomfy-com/skills,-158,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,30,nano-banana-2,doany-ai/skills,-163,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,31,wan-2-7,agentspace-so/runcomfy-agent-skills,-205,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,32,ai-avatar-video,agentspace-so/runcomfy-agent-skills,-215,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,33,face-swap,doany-ai/skills,-152,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,34,elevenlabs-music-generation,runcomfy-com/skills,-154,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,35,video-inpainting,runcomfy-com/skills,-157,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,36,image-inpainting,runcomfy-com/skills,-161,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,37,flux-kontext,doany-ai/skills,-147,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,38,video-outpainting,doany-ai/skills,-157,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,39,nano-banana-edit,runcomfy-com/skills,-153,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,40,controlnet-pose,doany-ai/skills,-156,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,41,relight,doany-ai/skills,-157,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,42,lipsync,runcomfy-com/skills,-159,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,43,happyhorse-1-0,runcomfy-com/skills,-166,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,44,ai-avatar-video,doany-ai/skills,-151,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,45,ai-music,runcomfy-com/skills,-154,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,49,ai-music,doany-ai/skills,-168,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,50,wan-2-7,runcomfy-com/skills,-166,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,51,agent-browser,halt-catch-fire/skills,-239,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,79,frontend-design,anthropics/skills,-104,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,80,lark-attendance,larksuite/cli,-107,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,107,image-inpainting,agentspace-so/runcomfy-agent-skills,-174,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,108,lipsync,agentspace-so/runcomfy-agent-skills,-180,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,109,infsh-cli,halt-catch-fire/skills,-137,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,113,design-taste-frontend,leonxlnx/taste-skill,-182,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,114,nano-banana-edit,agentspace-so/runcomfy-agent-skills,-189,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,115,flux-2-klein,agentspace-so/runcomfy-agent-skills,-186,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,116,controlnet-pose,agentspace-so/runcomfy-agent-skills,-197,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,117,grill-me,mattpocock/skills,-244,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,118,caveman,juliusbrussee/caveman,-123,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,119,codex-pet,agentspace-so/runcomfy-agent-skills,-193,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,120,video-inpainting,agentspace-so/runcomfy-agent-skills,-194,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,121,improve-codebase-architecture,mattpocock/skills,-198,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,122,gpt-image-edit,agentspace-so/runcomfy-agent-skills,-193,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,123,ace-step,agentspace-so/runcomfy-agent-skills,-206,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,124,video-inpainting,doany-ai/skills,-209,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,125,agentspace,agentspace-so/skills,-213,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,126,image-edit,runcomfy-com/skills,-217,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,127,image-inpainting,doany-ai/skills,-224,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,128,hyperframes,heygen-com/hyperframes,-119,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,129,flux-kontext,agentspace-so/runcomfy-agent-skills,-177,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,130,image-edit,agentspace-so/runcomfy-agent-skills,-190,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,131,elevenlabs-music-generation,doany-ai/skills,-197,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,132,relight,runcomfy-com/skills,-201,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,133,kling-3-0,runcomfy-com/skills,-203,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,134,controlnet-pose,runcomfy-com/skills,-204,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,135,nano-banana-2,agentspace-so/runcomfy-agent-skills,-204,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,136,video-outpainting,runcomfy-com/skills,-212,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,137,remotion-to-hyperframes,heygen-com/hyperframes,-118,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,148,runcomfy-cli,agentspace-so/runcomfy-agent-skills,-186,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,149,ai-video-generation,agentspace-so/runcomfy-agent-skills,-201,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,150,tdd,mattpocock/skills,-210,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,151,grill-with-docs,mattpocock/skills,-239,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,152,embedded-captions,heygen-com/hyperframes,-119,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,160,gpt-image-edit,runcomfy-com/skills,-202,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,161,ai-video-generation,doany-ai/skills,-206,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,166,ai-video-generation,runcomfy-com/skills,-219,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,167,ai-image-generation,runcomfy-com/skills,-219,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,168,wan-2-7,doany-ai/skills,-221,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,169,figma,heygen-com/hyperframes,-123,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,170,teach,mattpocock/skills,-195,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,171,find-skills,agentspace-so/skills,-196,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,172,ace-step,runcomfy-com/skills,-201,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,173,to-prd,mattpocock/skills,-202,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,174,handoff,mattpocock/skills,-202,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,175,gpt-image-2,doany-ai/skills,-208,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,176,ace-step,doany-ai/skills,-212,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,177,flux-kontext,runcomfy-com/skills,-217,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,178,happyhorse-1-0,doany-ai/skills,-228,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,179,caveman-stats,juliusbrussee/caveman,-93,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,183,image-outpainting,runcomfy-com/skills,-211,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,184,ai-image-generation,doany-ai/skills,-211,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,185,grilling,mattpocock/skills,-222,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,186,nano-banana-2,runcomfy-com/skills,-225,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,187,caveman-compress,juliusbrussee/caveman,-96,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,188,caveman-review,juliusbrussee/caveman,-98,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,189,to-issues,mattpocock/skills,-193,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,190,setup-matt-pocock-skills,mattpocock/skills,-201,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,191,video-edit,doany-ai/skills,-214,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,192,triage,mattpocock/skills,-179,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,193,prototype,mattpocock/skills,-185,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,194,writing-great-skills,mattpocock/skills,-194,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,195,nano-banana-edit,doany-ai/skills,-221,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,196,video-extend,runcomfy-com/skills,-227,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,197,diagnosing-bugs,mattpocock/skills,-181,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,198,code-review,mattpocock/skills,-186,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,199,face-swap,runcomfy-com/skills,-216,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,200,high-end-visual-design,leonxlnx/taste-skill,-143,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,201,ask-matt,mattpocock/skills,-178,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,206,seedance-v2,runcomfy-com/skills,-206,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,207,ui-ux-pro-max,nextlevelbuilder/ui-ux-pro-max-skill,-36,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,208,minimalist-ui,leonxlnx/taste-skill,-134,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,209,redesign-existing-projects,leonxlnx/taste-skill,-143,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,210,imagegen-frontend-web,leonxlnx/taste-skill,-121,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,211,web-design-guidelines,vercel-labs/agent-skills,-66,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,212,agent-browser,vercel-labs/agent-browser,-73,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,213,stitch-design-taste,leonxlnx/taste-skill,-116,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,220,brainstorming,obra/superpowers,-48,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,221,design-taste-frontend-v1,leonxlnx/taste-skill,-117,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,222,product-photography,halt-catch-fire/skills,-72,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,232,vercel-react-best-practices,vercel-labs/agent-skills,-80,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,233,remotion-best-practices,remotion-dev/skills,-69,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,234,paperclip-create-agent,getpaperclipai/paperclip,-69,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,240,wizard,mattpocock/skills,-93,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,241,claude-handoff,mattpocock/skills,-96,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,242,loop-me,mattpocock/skills,-104,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,243,recoup-platform-api-access,recoupable/skills,-4,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,249,setup-pre-commit,mattpocock/skills,-93,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,256,playwright-cli,microsoft/playwright-cli,-25,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,257,requesting-code-review,obra/superpowers,-34,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,258,supabase-postgres-best-practices,supabase/agent-skills,-35,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,259,skill-creator,anthropics/skills,-36,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,260,writing-plans,obra/superpowers,-39,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,261,scaffold-exercises,mattpocock/skills,-91,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,269,receiving-code-review,obra/superpowers,-29,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,270,supabase,supabase/agent-skills,-31,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,271,executing-plans,obra/superpowers,-32,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,272,systematic-debugging,obra/superpowers,-41,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,273,shadcn,shadcn/ui,-41,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,274,writing-skills,obra/superpowers,-29,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,275,using-superpowers,obra/superpowers,-36,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,276,test-driven-development,obra/superpowers,-36,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,277,pptx,anthropics/skills,-27,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,278,verification-before-completion,obra/superpowers,-34,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,279,subagent-driven-development,obra/superpowers,-27,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,280,finishing-a-development-branch,obra/superpowers,-30,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,281,wind-mcp-skill,wind-information-co-ltd/wind-skills,-10,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,282,seo-audit,coreyhaines31/marketingskills,-13,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,283,vercel-react-native-skills,vercel-labs/agent-skills,-23,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,284,docx,anthropics/skills,-25,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,285,using-git-worktrees,obra/superpowers,-31,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,286,impeccable,pbakaus/impeccable,-31,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,287,dispatching-parallel-agents,obra/superpowers,-32,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,288,vercel-composition-patterns,vercel-labs/agent-skills,-40,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,289,extension-email-raw,caffeinelabs/skills,0,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,309,emil-design-eng,emilkowalski/skills,-32,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,310,higgsfield-generate,higgsfield-ai/skills,-34,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,311,turborepo,vercel/turborepo,0,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,312,sentry-cli,sentry/dev,-4,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,313,content-strategy,coreyhaines31/marketingskills,-4,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,314,convex,get-convex/agent-skills,-11,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,320,xlsx,anthropics/skills,-22,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,321,webapp-testing,anthropics/skills,-25,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,322,orchestration,stablyai/orca,-25,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,323,review-animations,emilkowalski/skills,-29,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,324,google-agents-cli-observability,google/agents-cli,-34,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,331,orca-cli,stablyai/orca,-10,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,332,copywriting,coreyhaines31/marketingskills,-15,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,333,weread-skills,tencent/wechatreading,-18,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,334,vercel-react-view-transitions,vercel-labs/agent-skills,-19,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,335,firecrawl-build-search,firecrawl/skills,-24,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,336,pdf,anthropics/skills,-24,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,337,firecrawl-build-interact,firecrawl/skills,-24,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,341,firecrawl-interact,firecrawl/cli,-25,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,351,higgsfield-product-photoshoot,higgsfield-ai/skills,-28,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,352,higgsfield-websites,higgsfield-ai/skills,-28,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,353,higgsfield-marketplace-cards,higgsfield-ai/skills,-29,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,354,animation-vocabulary,emilkowalski/skills,-30,2026-07-05T09:14:36.826932+00:00
2026-W27,hot,355,ai-sdk,vercel/ai,-4,2026-07-05T09:14:36.826932+00:00
